rayOrigin.x,rayOrigin.y,rayOrigin.z,dir.x,dir.y,dirr.z,finalPos.x,finalPos.y,finalPos.z
0.01110696,120.001,-0.03008107,0.1595923,0.1255186,0.9791708,29.27221,143.0147,179.5
0.01145467,120.001,-0.03009084,0.1587006,0.1259487,0.9792604,29.10641,143.0915,179.5
0.01113962,120.001,-0.03007814,0.1580465,0.126212,0.9793323,28.98405,143.1381,179.5
0.01136168,120.001,-0.03008338,0.1574076,0.1267208,0.9793695,28.86605,143.2304,179.5
0.01140556,120.001,-0.0300833,0.1571006,0.1269371,0.9793908,28.80919,143.2696,179.5
0.01141704,120.001,-0.03008225,0.1568808,0.1274062,0.9793651,28.76966,143.3562,179.5
0.01135674,120.001,-0.03007794,0.1561075,0.1277814,0.9794398,28.62566,143.4232,179.5
0.01113477,120.001,-0.03006967,0.1546655,0.1279435,0.9796474,28.35513,143.4479,179.5
0.0110199,120.001,-0.03006514,0.1534688,0.1282439,0.9797964,28.13141,143.4994,179.5
0.01101685,120.001,-0.03006429,0.1527734,0.1285397,0.9798662,28.002,143.5519,179.5
0.0110475,120.001,-0.0300651,0.1521648,0.128893,0.9799145,27.88916,143.6155,179.5
0.009936616,120.0011,-0.029961,0.140259,0.1300415,0.9815379,25.66427,143.7866,179.5
0.01012527,120.0012,-0.03007338,0.1193784,0.1307866,0.984197,21.78627,143.8583,179.5
-0.0259827,120.0026,-0.0286644,0.09708335,0.1351223,0.9860613,17.64964,144.6039,179.5
-0.03139818,120.0029,-0.02848453,0.07553794,0.1410341,0.9871187,13.70678,145.6529,179.5
-0.03149361,120.0029,-0.02848375,0.058913,0.1461785,0.9875025,10.67892,146.5782,179.5
-0.03151942,120.0029,-0.02848227,0.04877668,0.1492165,0.9876007,8.835224,147.1278,179.5
-0.03151616,120.0029,-0.02848227,0.0416415,0.1514098,0.9875936,7.538233,147.5267,179.5
-0.03148786,120.0029,-0.02848279,0.03655096,0.153373,0.9874921,6.613566,147.8865,179.5
-0.03140807,120.0029,-0.02848479,0.03312793,0.1550044,0.9873582,5.992147,148.1869,179.5
